,SPY,EFA,EEM,AGG,LQD,IEF,SHY,Strategy,Remain,Price,Volume
2022-08-19 01:00:00-04:00,0.8409799189400637,-0.3877475447870486,-0.649190730434799,-0.3735889676298237,-0.5557243569310436,-0.3983087980953598,-0.13290423429271334,-1,11172.886805781296,79.12348659557948,{'shy': 141.0}
2022-09-18 01:00:00-04:00,-0.9803970158650962,-1.2499480275544486,-1.30364047690186,-0.5845519321960313,-0.7683629202233655,-0.6898867975654981,-0.19704618700350002,-1,11059.80676852034,78.56891184082548,{'shy': 141.0}
2022-10-18 01:00:00-04:00,-1.2200598295789455,-1.5114266668223466,-2.0112273301859998,-0.9471790915870903,-1.3348861947083326,-0.9999893096189744,-0.2179447759887631,-1,11076.376271573243,79.01702408371344,{'shy': 140.0}
2022-11-17 00:00:00-05:00,-0.9305284441048258,-0.8960948682241554,-1.5265164949874566,-1.5933521121589145,-1.7531549518830754,-2.0321044709805016,-0.5027529462247886,-1,11107.809627599045,79.44155806243778,{'shy': 140.0}
2022-12-17 00:00:00-05:00,-0.8292427748897858,-0.1858223872520856,-0.5516293597791045,-0.11924269940849332,-0.03202936256649244,-0.3083152462729565,-0.053158667273998136,-1,11307.356395606559,106.75079363166529,{'lqd': 106.0}
2023-01-16 00:00:00-05:00,0.2975093528263524,1.167317374045567,1.0571737399818824,-0.2433866501384401,-0.07934128759526389,-0.42020939716233285,-0.07470846763769518,-1,11206.185303269216,79.35468200834576,{'shy': 141.0}
2023-02-15 00:00:00-05:00,0.6243780278920741,0.522769808932258,-0.2743551744191327,-0.2891231940429783,-0.3599129246995347,-0.5238986140178954,-0.11169982860297534,-1,11312.700175513522,80.42034051709777,{'shy': 140.0}
2023-03-17 01:00:00-04:00,0.49338780766804263,1.8770232691847282,0.7369994321961166,1.0745384976878656,1.3440424362280612,1.1653403632228851,0.4970142462818766,1,12295.68901130132,72.03454577343652,{'efa': 171.0}
2023-04-16 01:00:00-04:00,1.1748722769560909,2.3142620738804442,1.2966818752825497,0.4555048877138627,0.8423906146490698,0.426923481673536,0.16724123158743998,1,12347.254509795164,72.20639872897243,{'efa': 171.0}
2023-05-16 01:00:00-04:00,0.4478486035917058,1.2982785203699754,0.24775763211111007,0.4277727590567652,0.38302085131725244,0.5536071093435325,0.2529115219755647,1,12466.65148281534,72.875,{'efa': 171.0}
2023-06-15 01:00:00-04:00,1.8545153819467612,1.3475260583193656,1.4181854460239833,0.14499383211843542,0.3871919112111892,-0.02232409241672701,-0.011621699792162168,1,12736.375790105001,448.29870278095433,{'spy': 28.0}
2023-07-15 01:00:00-04:00,1.2149900098285427,0.8963473611150731,0.5784005267054722,0.11136323556309036,0.19825301961936673,0.01933641972463087,0.07505469466375514,1,12527.515291131289,443.24651333486463,{'spy': 28.0}
2023-08-14 01:00:00-04:00,0.7328442487220204,0.16598639113038183,-0.24103439247137876,-0.2697572843278713,-0.2122695210881137,-0.5046457350505864,0.006393292710059008,-1,12506.235957194678,80.46214984535035,{'shy': 155.0}
2023-09-13 01:00:00-04:00,0.6599917793292518,0.1537865166015868,0.017367990547745377,-0.04604514227318493,0.02457911251431648,-0.19998696334682795,0.07217183597649793,-1,12481.608856733867,80.66538176065502,{'shy': 155.0}
2023-10-13 01:00:00-04:00,-0.2736703794029339,-0.6631813493904946,-0.6874066156862335,-0.4380215709904521,-0.557163720488613,-0.5675847310542432,0.08110544000230634,-1,12491.79181806183,81.09499740600586,{'shy': 154.0}
